Mon Jul 14 20:42:14 IST 2025
citcopunecitcopune,Jul 14 2025,May 1 14:57 mongoser -> safetraxrest_V11.09.41_2.0.1_temp ,java,jrouting-2.0.1-jar-with-dependencies.jar,vrpserver-1.9.5.0-routing-fat.jar,rfidlocation.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,gpsunreachablealert_V2.4.jar,vehicleStatusUpdateV1.2.jar,auto-inactive-new-profilesV3.4.jar,mark-Emp-NonTransport-For-NoConfirmation-22Jan-5pm.jar,dashboardSummaryV2.7.jar,dashboardSummaryV2.7.jar,summaryDashboardV3.1.jar,gpsRfidStatusMailer.jar,employeeStatusUpdateV1.0.jar,pastgeofencing_V7.16.jar,trip-runningstatus-modifier_V3.5.jar,ivr-sos-updater_V1.03.jar,vehicle-driver-inactive-marker_V0.2.jar,gps-data-replicationV5.1.jar,docExpiryMailerV5.0.jar,ReportCleaner_oct4-2022.jar,trip-safe-reaching-call-makerV5.6.jar,PowerBiDashboard_V4.jar,vehicleDriverEscortComplainceColumn.jar
cleanharborscleanharbors,Jul 14 2025,Apr 10 10:05 mongoser -> safetraxrest_V11.09.29_1.9.4 ,java,jrouting-1.9.4-jar-with-dependencies.jar,vrpserver-1.9.3.3-routing-fat.jar,report-mailer_v0.1.jar,report-mailer_v0.1.jar,rfidlocation.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,vehicleStatusUpdateV1.2.jar,dashboardSummaryV2.7.jar,dashboardSummaryV2.7.jar,summaryDashboardV3.1.jar,employeeStatusUpdateV1.0.jar,vehicleDriverEscortComplainceColumn.jar,pastgeofencing_V7.16.jar,trip-runningstatus-modifier_V3.6.jar,trip-noconfirmation-admin-mailerV2.1.jar,gps-data-replicationV5.1.jar,auto-inactive-new-profilesV3.4.jar,stoppageNonAdherence-V2.3.jar,confirmationNonAdherence-V2.6.jar,ivr-sos-updater_V1.03.jar
cmacgmcmacgm,Jul 14 2025,Jul 2 08:59 mongoser -> safetraxrest_V11.09.68_1.6.7 ,java,jrouting-1.6.7-jar-with-dependencies.jar,vrpserver-1.6.6.2-routing-fat.jar,runningstatusmodifierV0.3.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,gpsunreachablealert_V2.4.jar,auto-inactive-new-profilesV3.4.jar,gps-data-replicationV5.1.jar,summaryDashboardV3.1.jar,dashboardSummaryV2.7.jar,dashboardSummaryV2.7.jar,pastgeofencing_V7.16.jar,gpsRfidStatusMailer.jar,docExpiryMailerV5.0.jar,vehicle-doc-expiry-mailerV5.0.jar,driver-doc-expiry-mailerV5.0.jar,trip-nonconfirmation-spoc-mailerV4.2.jar,generate-trip-report-V1.0.jar,trip-safe-reaching-call-makerV5.6.jar,stoppageNonAdherence-V2.5.jar,confirmationNonAdherence-V2.6.jar,ReportCleaner_oct4-2022.jar,trip-nonconfirmation-employeemailerV3.3.jar,trip-runningstatus-modifier_V3.6.jar,ivr-sos-updater_V1.03.jar,update-ivr-details-V2.0.jar,3_powerBiDashboaredlatestMay16.jar,deactivate-noncomplaint-driver_1.jar,deactivate-noncomplaint-vehicle_1.jar,vehicle-driver-inactive-marker_V0.2.jar
cmecme,Jul 14 2025,Jul 10 18:06 mongoser -> safetraxrest_V11.09.69_2.0.1 ,java,jrouting-2.0.1-jar-with-dependencies.jar,vrpserver-2.0.4.3-routing-fat.jar,rosterRemainderNotifierV5.1.jar,vehicle-doc-expiry-mailerV5.0.jar,driver-doc-expiry-mailerV5.0.jar,docExpiryMailerV5.0.jar,rfidlocation.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,vehicleStatusUpdateV1.2.jar,updateSmsDeliveryStatusV1.2.jar,dashboardSummaryV1.8.jar,dashboardSummaryV1.8.jar,summaryDashboardV3.1.jar,employeeStatusUpdateV1.0.jar,pastgeofencing_V7.13.jar,PowerBiDashboard_2024_28May_2005.jar,vehicleDriverEscortComplainceColumn.jar,trip-runningstatus-modifier_V3.5.jar,gps-data-replication-V2.01.jar,ReportCleaner_oct4-2022.jar,auto-inactive-new-profilesV3.3.jar
corrohealthcorrohealth,Jul 14 2025,Jul 18 2024 mongoser -> safetraxrest_V11.08.06 ,java,jrouting-1.6.7-jar-with-dependencies.jar,vrpserver-1.6.6.0-routing-fat.jar,rfidlocation.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,vehicleStatusUpdateV1.2.jar,dashboard-summary-V2.0.jar,dashboard-summary-V2.0.jar,summaryDashboardV3.1.jar,employeeStatusUpdateV1.0.jar,stoppageNonAdherence-V2.5.jar,pastgeofencing_V7.02.jar,3_powerBiDashboaredlatestMay16.jar,vehicleDriverEscortComplainceColumn.jar,trip-runningstatus-modifier_V3.5.jar,gps-data-replicationV5.0.jar,auto-inactive-new-profilesV3.3.jar,ivr-sos-updater_V1.jar
danfossdanfoss,Jul 14 2025,May 2 11:00 mongoser -> safetraxrest_V11.09.41_1.6.7 ,java,jrouting-1.6.7-jar-with-dependencies.jar,vrpserver-1.6.6.0-routing-fat.jar,docExpiryMailerV5.0.jar,rfidlocation.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,vehicleStatusUpdateV1.2.jar,dashboardSummaryV2.7.jar,dashboardSummaryV2.7.jar,summaryDashboardV3.1.jar,employeeStatusUpdateV1.0.jar,pastgeofencing_V7.16.jar,trip-runningstatus-modifier_V3.5.jar,3_powerBiDashboaredlatestMay16.jar,vehicleDriverEscortComplainceColumn.jar,gps-data-replicationV5.1.jar,ReportCleaner_oct4-2022.jar,ivr-sos-updater_V1.03.jar,auto-inactive-new-profilesV3.4.jar
demogcpdemogcp,Jul 14 2025,,java,,vrpserver-2.0.4.3-routing-fat.jar,ivr-sos-updater_V1.03.jar,newPasswordEnc.jar,trip-safe-reaching-call-maker5jun.jar,pastgeofencing_V7.16.jar,trip-runningstatus-modifier_V3.6.jar,gps-data-replicationV5.1.jar,ReportCleaner_oct4-2022.jar,autoInactiveNewProfilesV3.3.jar,rfidlocation.jar,summaryModifierV0.2.jar,vehicleStatusUpdateV1.2.jar,dashboardSummaryV2.7.jar,dashboardSummaryV2.7.jar,summaryDashboardV3.1.jar,ivr-sos-updater_V1.03.jar
diebolddiebold,Jul 14 2025,May 1 14:59 mongoser -> safetraxrest_V11.09.41_1.6.7 ,java,jrouting-1.6.7-jar-with-dependencies.jar,vrpserver-1.6.6.3-routing-fat.jar,auto-inactive-new-profilesV3.3.jar,rfidlocation.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,vehicleStatusUpdateV1.2.jar,updateSmsDeliveryStatusV1.2.jar,dashboardSummaryV2.4.jar,dashboardSummaryV2.4.jar,summaryDashboardV3.1.jar,employeeStatusUpdateV1.0.jar,pastgeofencing_V7.16.jar,trip-runningstatus-modifier_V3.6.jar,gps-data-replication-V2.01.jar,ReportCleaner_oct4-2022.jar,PowerBiDashboard_V3.3.jar,vehicleDriverEscortComplainceColumn.jar,trip-nonconfirmation-spoc-mailerV4.0.jar,trip-nonconfirmation-admin-mailerV3.1.jar,autoInactiveNewProfilesV3.2.jar
diyadiya,Jul 14 2025,Oct 22 2024 mongoser -> safetraxrest_V11.08.54_1.6.7 ,java,jrouting-1.6.7-jar-with-dependencies.jar,vrpserver-1.6.6.1-routing-fat.jar,autoInactiveNewProfilesV3.2.jar,rfidlocation.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,gpsunreachablealert_V2.4.jar,vehicleStatusUpdateV1.2.jar,dashboardSummaryV1.7.jar,dashboardSummaryV1.7.jar,summaryDashboardV3.1.jar,gpsRfidStatusMailer.jar,auto-inactive-new-profilesV3.3.jar,employeeStatusUpdateV1.0.jar,pastgeofencing_V7.02.jar,trip-runningstatus-modifier_V3.5.jar,gps-data-replicationV5.0.jar,ReportCleaner_oct4-2022.jar,PowerBiDashboard_2024_28May_2005.jar,vehicleDriverEscortComplainceColumn.jar
ecocarsecocars,Jul 14 2025,Mar 27 19:57 mongoser -> safetraxrest_V11.09.16_1.9.4_iopex ,java,jrouting-1.9.4-jar-with-dependencies.jar,vrpserver-1.6.6.3-routing-fat.jar,autoInactiveNewProfilesV3.2.jar,rfidlocation.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,gpsunreachablealert_V2.4.jar,vehicleStatusUpdateV1.2.jar,trip-runningstatus-modifier_V3.5.jar,auto-inactive-new-profilesV3.3.jar,dashboardSummaryV1.7.jar,dashboardSummaryV1.7.jar,summaryDashboardV3.1.jar,deactivate-noncomplaint-driver_1.jar,deactivate-noncomplaint-vehicle_1.jar,mark-Emp-NonTransport-For-NoConfirmation-all_Dec29.jar,employeeStatusUpdateV1.0.jar,pastgeofencing_V7.12.jar,pastgeofencing_V7.12.jar,stoppageNonAdherence-V2.5.jar,trip-safe-reaching-call-makerV5.6.jar,ReportCleaner_oct4-2022.jar,docExpiryMailerV5.0.jar,gps-data-replicationV5.0.jar,vehicleDriverEscortComplainceColumn.jar,PowerBiDashboard_V3.3.jar,ivr-sos-updater_V1.03.jar
emindseminds,Jul 14 2025,Dec 24 2024 mongoser -> safetraxrest_V11.08.79_1.6.7 ,java,jrouting-1.6.7-jar-with-dependencies.jar,vrpserver-1.6.6.0-routing-fat.jar,rfidlocation.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,vehicleStatusUpdateV1.2.jar,updateSmsDeliveryStatusV1.2.jar,dashboardSummaryV1.8.jar,dashboardSummaryV1.8.jar,summaryDashboardV3.1.jar,employeeStatusUpdateV1.0.jar,pastgeofencing_V7.02.jar,trip-runningstatus-modifier_V3.5.jar,PowerBiDashboard_2024_28May_2005.jar,vehicleDriverEscortComplainceColumn.jar,gps-data-replicationV5.0.jar,auto-inactive-new-profilesV3.3.jar
eurofinseurofins,Jul 14 2025,Dec 10 2024 mongoser -> safetraxrest_V11.08.72_1.6.7 ,java,jrouting-1.6.7-jar-with-dependencies.jar,vrpserver-1.6.6.0-routing-fat.jar,rfidlocation.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,vehicleStatusUpdateV1.2.jar,updateSmsDeliveryStatusV1.2.jar,dashboardSummaryV1.8.jar,dashboardSummaryV1.8.jar,summaryDashboardV3.1.jar,employeeStatusUpdateV1.0.jar,PowerBiDashboard_2024_28May_2005.jar,vehicleDriverEscortComplainceColumn.jar,pastgeofencing_V7.02.jar,trip-runningstatus-modifier_V3.5.jar,gps-data-replicationV5.0.jar,ReportCleaner_oct4-2022.jar,auto-inactive-new-profilesV3.3.jar
ferrilabsferrilabs,Jul 14 2025,Jun 12 15:22 mongoser -> safetraxrest_V11.09.55_1.6.7 ,/usr/java/jdk1.8.0_121/bin/java,jrouting-1.6.7-jar-with-dependencies.jar,,runningstatusmodifierV0.3.jar,actualTimeSetterV2.1.jar,summaryModifierV0.2.jar,gpsunreachablealert_V2.4.jar,auto-inactive-new-profilesV3.3.jar,gpsDataReplication.jar,dashboardSummaryV0.9.jar,summaryDashboardV0.7.jar,pastgeofencing_V7.02.jar,gpsRfidStatusMailer.jar,employeeStatusUpdateV1.0.jar,vehicleStatusUpdateV1.2.jar,ReportCleaner_oct4-2022.jar,trip-noconfirmation-admin-mailerV2.1.jar,trip-runningstatus-modifier_V3.5.jar,PowerBiDashboard_2024_28May_2005.jar,vehicleDriverEscortComplainceColumn.jar
fiserv
